"","year","country","weight","langEn","langFr","langOth","langSurveyFr","langSurveyEn","yrBirth","age","age34m","age35p54","age55p","female","relProtest","relCatho","relJewish","relAllOther","relAllChrist","relNone","married","educBHS","educHS","educUniv","ethnAboriginal","ethnWest","ethnEastEur","ethnSubAfrica","ethnMidEastSthAsia","ethnEastAsia","ethnVisible","yearArrivedCdn","immigrantYrInCdn","immigrant","immigrantTen","immigrantLibIncumb","immigrantConsIncumb","urban","rural","incomeLow","incomeMid","incomeHigh","childrenHH","employed","unionHH","publicSect","nfld","pei","ns","nb","quebec","ontario","manitoba","sask","alberta","bc","west","maritimes","roc","religiosity","rightist","rightist_full","libIdpre88","pConsIdpre88","ndpIdpre88","noIdpre88","libIdpreScale88","pConsIdpreScale88","ndpIdpreScale88","strengthIdpre88","ppFeelLib88","ppFeelPCons88","ppFeelNdp88","leadFeelLibpre88","leadFeelPConspre88","leadFeelNdppre88","votedNot88","votedLib88","votedPCons88","votedNdp88","voted_LCN88","voteIntentNot88","voteIntentLib88","voteIntentCons88","voteIntentNdp88","voteIntent88","issAllEcnMI","issEnvMI","issFrgnMI","issImmgAborMI","issAllSocPrMI","issAllMoralMI","issDeath88","issWomMI","issQcMI","issHlthMI","issRghtsMI","issCorrupMI","issFarmerFeel88","issPoorFeel88","issElderlyFeel88","issWomFemFeel88","issLabourFeel88","issEngCanFeel88","issImmgRaceFeel88","issAborigFeel88","issAmericansFeel88","issImmgAdmit88","issEnvVsJobs88","issQcFeel88","issQcSovBin88","issQcSovBin88_WithRoc","issQcSovFour88","govtRightThing","corrupGovt","polInter1Fed88","polInfo2Fed88","x_polInterest88"
"1606",1988,"CAN",1.50689601898193,1,0,0,0,1,1970,18,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0.45,0.9,0.75,NA,0.75,NA,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,1,0,0,0,0,0,0.75,0.75,0.85,0.45,0.1,0.75,0.65,0.75,NA,1,1,0.7,NA,0,NA,0.5,NA,0.75,0.5,0.625
"1607",1988,"CAN",2.27030611038208,0,1,0,1,0,1936,52,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,0,1,0,0,0,0.66,0,0.66,0.5,0.75,0.25,NA,1,NA,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,1,0,0,0,0,0,0.75,0.75,0.75,0.5,0.35,0.75,0.5,0.75,NA,0,0,0.75,0,0,0,0.5,0.5,0.75,0.5,0.625
"1608",1988,"CAN",1.70272958278656,0,1,0,1,0,1947,41,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,0,1,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,0,1,0,0,0,0.66,0,0.66,0.6,0.9,0.5,NA,NA,NA,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.9,0.8,0.5,0.5,0.6,0.6,0.5,NA,1,0.5,0.6,0,0,0,0.5,NA,0.75,0.75,0.75
"1609",1988,"CAN",0.969479858875275,0,0,1,0,1,1936,52,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1948,40,1,0,1,0,0,1,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0.66,1,0.75,0,0,0,1,0,0,0,0,0.4,0.75,0.05,0.5,0.7,0.1,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.8,1,NA,0,1,0.05,0.7,NA,0,0,0.05,NA,0,NA,1,1,0.75,0.75,0.75
"1610",1988,"CAN",0.56757652759552,0,1,0,1,0,1917,71,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,NA,NA,NA,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0.33,0,0,0.33,0.5,0.75,0.1,0.4,0.75,NA,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.75,0.45,0.5,0.75,0.5,0.6,NA,0.5,1,0.6,0,0,0.33,0.5,0.5,0.75,0.75,0.75
"1611",1988,"CAN",3.11760687828064,1,0,0,0,1,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.33,0,0.33,0.3,0.75,0,NA,NA,NA,0,1,0,0,1,0,1,0,0,"Liberals",1,0,0,0,0,0,NA,0,0,0,0,0,0.85,NA,0.75,0,0,1,0,0.85,NA,0,NA,0.5,NA,0,NA,NA,NA,1,1,1
"1612",1988,"CAN",1.55880343914032,1,0,0,0,1,1953,35,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.33,NA,NA,0,1,0,0,0,1,0,1,0.5,0.8,0.4,0.5,0.7,NA,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,NA,0,0,0,0,0,0.7,0.7,0.9,0.6,0.5,0.8,0.8,0.7,NA,0,NA,0.6,NA,0,NA,NA,NA,0.75,0.75,0.75
"1613",1988,"CAN",0.77940171957016,0,0,1,0,1,1938,50,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1963,25,1,0,NA,NA,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0.8,1,0.8,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,1,0.9,0.9,0.75,0.85,1,1,1,NA,0.5,NA,1,NA,0,NA,NA,NA,1,1,1
"1614",1988,"CAN",0.731678128242493,1,0,0,0,1,1962,26,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.66,NA,NA,1,0,0,0,0.66,0,0,0.66,0.3,0.7,0.3,0.1,0.8,0.5,1,NA,NA,NA,-9,1,NA,NA,NA,"Not",1,0,0,0,0,0,1,0,0,0,0,0,0.7,0.7,0.8,0.6,0.5,0.7,0.7,0.5,NA,0,1,0.6,NA,0,NA,1,1,0.5,0.5,0.5
"1615",1988,"CAN",0.731678128242493,1,0,0,0,1,1942,46,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,0,1,0,NA,0,0,0,0,0,0,0,0,1,0,1,0,1,0.33,NA,NA,1,0,0,0,0.66,0,0,0.66,0.8,0.3,0.25,0.8,NA,NA,0,1,0,0,1,0,1,0,0,"Liberals",1,0,0,0,0,0,1,0,0,0,0,0,0.75,1,0.9,0.9,0,1,0,0.7,NA,0,1,0.5,NA,0,NA,1,1,0.75,0.75,0.75
"1616",1988,"CAN",0.969479858875275,0,0,1,0,1,1923,65,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,0,0,1,0,0,0,0.66,0.66,0.5,0.6,0.55,0.5,0.75,0.55,0,0,0,1,3,0,0,0,1,"NDP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.75,0.85,0.75,0.5,0,0.5,0.75,NA,0,NA,0.5,NA,0,NA,NA,NA,0.5,0.75,0.625
"1617",1988,"CAN",1.13515305519104,0,1,0,1,0,1960,28,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,0,1,0,0,0,0.66,0,0.66,0.6,0.9,0.4,0.8,0.8,NA,0,0,1,0,2,0,0,1,0,"Conservatives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,0.7,0.7,0.7,0.8,0.7,NA,0,NA,0.8,0,0,0.33,NA,NA,0.75,0.75,0.75
"1618",1988,"CAN",0.288377076387405,0,1,0,1,0,1928,60,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,NA,NA,0,1,0,0,0,0.66,0,0.66,0.35,0.6,0.2,NA,0.7,NA,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.5,1,0.7,0.3,0.5,0.5,0.2,NA,0.5,1,0.8,NA,0,NA,0.5,1,1,0.5,0.75
"1619",1988,"CAN",0.731678128242493,1,0,0,0,1,1958,30,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.33,NA,NA,0,0,1,0,0,0,0.66,0.66,NA,NA,NA,NA,0.6,0.8,0,0,0,1,3,0,0,0,1,"NDP",1,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.75,0.5,0.625
"1620",1988,"CAN",1.55880343914032,1,0,0,0,1,1965,23,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-9,1,NA,NA,NA,"Not",0,0,0,0,1,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0
"1621",1988,"CAN",0.853546440601349,1,0,0,0,1,1935,53,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1969,19,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,NA,NA,0,0,1,0,0,0,0.66,0.66,0.55,0.3,0.75,0.5,0.35,0.85,0,1,0,0,1,0,1,0,0,"Liberals",1,0,0,0,0,0,1,0,0,0,0,0,0.75,0.99,0.8,0.75,0.75,0.99,0.8,0.8,NA,1,1,0.8,NA,0,NA,1,1,1,0.75,0.875
"1622",1988,"CAN",0.731678128242493,1,0,0,0,1,1954,34,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,NA,NA,1,0,0,0,0.66,0,0,0.66,0.5,0.5,0.2,NA,0.45,0.2,0,1,0,0,1,0,1,0,0,"Liberals",0,0,0,0,1,0,1,0,0,0,0,0,0.8,0.8,0.8,0.4,0.2,0.8,0.7,0.6,NA,0,1,0.65,NA,0,NA,0.5,1,0.5,0.5,0.5
"1623",1988,"CAN",1.13515305519104,0,1,0,1,0,1948,40,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0.66,NA,NA,1,0,0,0,0.66,0,0,0.66,0.8,0.7,0.1,NA,NA,NA,0,1,0,0,1,0,1,0,0,"Liberals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.7,0.8,0.8,0.75,0.7,0.5,0.5,NA,0,NA,0.8,NA,NA,0.5,NA,NA,0.5,0.5,0.5
"1624",1988,"CAN",2.33820509910583,1,0,0,0,1,1939,49,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.33,NA,NA,0,1,0,0,0,1,0,1,0.5,0.6,0.75,0.6,0.5,0.8,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0.8,0.75,1,1,1,NA,NA,1,1,NA,0,NA,0.5,0,0.75,0.75,0.75
"1625",1988,"CAN",0.969479858875275,1,0,0,0,1,1947,41,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,0,0,0,0,0.33,0,0,0.33,0.6,0.75,0.45,0.5,0.4,0.5,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0.9,0.8,0.8,0.6,0.25,0.8,0.8,0.6,NA,0.5,NA,0.4,NA,0,NA,NA,NA,0.75,0.5,0.625
"1626",1988,"CAN",0.121118806302547,0,1,0,1,0,1964,24,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0
"1627",1988,"CAN",0.77940171957016,0,0,1,0,1,1965,23,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1980,8,1,1,NA,NA,1,0,NA,NA,NA,1,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0.33,0.5,0.5,1,0,0,0,0.66,0,0,0.66,NA,NA,NA,0.6,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0.75,0.75,0.75
"1628",1988,"CAN",0.365839064121246,1,0,0,0,1,1945,43,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,1,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,1,0,1,0.33,NA,NA,0,1,0,0,0,0.66,0,0.66,0.6,0.8,0.4,0.2,0.8,0.6,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,1,0,0,0,0,0,0.8,0.8,0.8,0.7,0.5,0.8,0.7,0.8,NA,0,1,0.8,NA,0,NA,0.5,0,1,1,1
"1629",1988,"CAN",0.520347058773041,1,0,0,0,1,1959,29,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,0,0,0,0,0,0.33,0,0.33,0.5,0.55,0.45,0.6,0.65,NA,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,0,0,0,0,0,0,0.8,1,1,0.75,0.6,1,0.9,1,NA,1,1,1,NA,0,NA,0.5,1,0.75,0.5,0.625
"1630",1988,"CAN",0.56757652759552,0,1,0,1,0,1916,72,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0.33,NA,NA,0,1,0,0,0,0.66,0,0.66,0.5,0.5,0.2,NA,1,NA,0,0,1,0,2,0,0,1,0,"Conservatives",0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,0.5,0.5,1,NA,0.5,0,1,1,1,1,0.5,0,NA,0.5,NA
"1631",1988,"CAN",0.77940171957016,1,0,0,0,1,1929,59,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0.66,0,0,0.66,0.75,0.6,0.5,0.6,0.25,0.4,0,1,0,0,1,0,1,0,0,"Liberals",1,0,0,0,0,0,0,0,0,0,0,0,0.75,0.8,0.75,0.7,0.5,0.75,0.07,0.75,NA,0,1,0.75,NA,0,NA,0.5,0,1,0.75,0.875
"1632",1988,"CAN",0.731678128242493,1,0,0,0,1,1958,30,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.66,NA,NA,0,0,0,0,0,0.33,0,0.33,0.5,0.9,0.7,0.4,0.6,0.6,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0.6,0.8,0.9,0.5,0.6,0.7,0.4,0.6,NA,0,0.5,0.5,NA,0,NA,1,0.5,0.75,0.5,0.625
"1633",1988,"CAN",2.33820509910583,1,0,0,0,1,1934,54,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,1,0,0,1,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.75,0,0,0,0,0,0.33,0,0.33,0.3,0.6,0.2,0.2,0.49,0.4,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,1,0,0,0,0,0,0.8,NA,0.6,0.2,0.5,NA,0.8,0.4,NA,0.5,1,0.8,NA,0,NA,1,0,1,1,1
"1634",1988,"CAN",0.365839064121246,1,0,0,0,1,1961,27,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,1,0,1,0,NA,NA,0,0,0,1,0,0,0,0,0.6,0.65,0.6,0.35,0.25,0.4,0,0,0,1,3,0,0,0,1,"NDP",1,0,0,0,0,0,NA,0,0,0,0,0,0.8,0.7,0.7,0.7,0.5,0.7,0.7,0.7,NA,1,0,0.7,NA,0,NA,1,1,0.75,0.75,0.75
"1635",1988,"CAN",0.780520558357239,1,0,0,0,1,1969,19,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,1,0,0,0,0.66,0,0,0.66,0.6,0.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0.7,0.8,0.9,0.4,0.6,0.75,0.75,0.7,NA,0,0,0.75,NA,0,NA,1,NA,0.5,0.5,0.5
"1636",1988,"CAN",1.13515305519104,0,1,0,1,0,1949,39,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.33,NA,NA,0,0,0,1,0,0,0,0,0.5,0.5,0.2,NA,NA,NA,1,NA,NA,NA,-9,1,NA,NA,NA,"Not",1,0,0,0,0,0,NA,0,0,0,0,0,1,1,1,0.5,0.5,0.5,1,1,NA,0,NA,1,1,1,1,NA,NA,0,0,0
"1637",1988,"CAN",1.13515305519104,0,1,0,1,0,1963,25,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,1,1,1,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0,1,0,0,0,0,0.6,0.6,0.5,0.4,NA,0.7,0,0,0,1,3,0,0,0,1,"NDP",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.1,0.5,0.6,0.5,0.2,0.5,0.4,0.5,NA,0,1,0.5,NA,NA,0.5,0.5,1,0.75,1,0.875
"1638",1988,"CAN",0.26017352938652,1,0,0,0,1,1927,61,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1975,13,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.33,1,0.75,0,1,0,0,0,0.66,0,0.66,NA,NA,NA,0.65,0.8,0.75,0,0,1,0,2,0,0,1,0,"Conservatives",0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,1,1
"1639",1988,"CAN",0.520347058773041,1,0,0,0,1,1963,25,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.66,NA,NA,0,0,0,0,0,0,0.33,0.33,NA,NA,NA,NA,NA,NA,0,0,1,0,2,0,0,1,0,"Conservatives",0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0
"1640",1988,"CAN",1.13515305519104,0,1,0,1,0,1926,62,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0.33,0,0,0.33,0.6,0.85,0.4,0.5,0.55,0.4,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.7,0.8,0.9,0.4,0.3,0.6,0.6,0.55,NA,0,0.5,0.9,0,0,0,1,NA,0.5,0.5,0.5
"1641",1988,"CAN",0.484739929437637,1,0,0,0,1,1937,51,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1968,20,1,0,1,0,0,1,0,0,1,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0.75,0,1,0,0,0,1,0,1,0.4,0.75,0.05,0.6,0.75,0.25,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.75,0.75,0.03,0.6,0.7,0.75,NA,1,1,0.7,NA,0,NA,0.5,0,0.75,0.75,0.75
"1642",1988,"CAN",0.969479858875275,1,0,0,0,1,1944,44,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0.33,NA,NA,0,0,0,0,0.33,0,0,0.33,0.75,0.3,0.1,NA,0.3,NA,0,1,0,0,1,0,1,0,0,"Liberals",1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.2,0.5,0,0,0.45,0.45,0.5,NA,0.5,1,0.5,NA,0,NA,1,1,0.5,0.5,0.5
"1643",1988,"CAN",0.111730426549911,1,0,0,0,1,1936,52,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.33,NA,NA,0,0,0,0,0,0.33,0,0.33,0.5,0.6,0.4,NA,0.8,NA,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,NA,0,0,0,0,0,1,1,1,0.5,0.5,1,0.5,1,NA,0,NA,0.5,NA,0,NA,NA,NA,0,0.5,0.25
"1644",1988,"CAN",0.575342774391174,1,0,0,0,1,1939,49,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,1,1,0.33,NA,NA,0,0,0,0,0,0,0,NA,0.7,0.8,0.3,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,1,0.8,1,0.5,0.1,0.9,0.5,0.6,NA,0,1,0.5,NA,0,NA,1,1,0.75,0.5,0.625
"1645",1988,"CAN",1.55880343914032,1,0,0,0,1,1967,21,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,1,0,0,0,1,0,0,1,0.1,0.1,0.1,0.3,0.3,0.3,1,NA,NA,NA,-9,1,NA,NA,NA,"Not",1,0,0,0,0,0,NA,0,0,0,0,0,0.6,0.6,0.75,0.4,0.6,0.75,0.6,0.6,NA,0,NA,0.6,NA,0,NA,NA,NA,0.75,0.5,0.625
"1646",1988,"CAN",0.731678128242493,1,0,0,0,1,1962,26,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0.25,0,0,0,1,0,0,0,0,0.4,0.05,0.02,0.15,0.02,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0.7,0.8,0.45,0.02,0.35,0.75,0.9,0.55,0.5,1,1,0.75,NA,0,NA,1,1,0.75,0.5,0.625
"1647",1988,"CAN",0.969479858875275,1,0,0,0,1,1929,59,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1953,35,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.66,NA,NA,0,0,0,1,0,0,0,0,0.3,0.4,0.35,0.49,0,0.75,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0.75,1,1,0.75,0.5,1,0.95,1,NA,0,1,1,NA,0,NA,NA,1,1,0.5,0.75
"1648",1988,"CAN",0.0558652132749557,1,0,0,0,1,1942,46,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,0,1,0,0,0,0.66,0,0.66,0.45,0.6,0.5,0.6,0.8,0.3,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,1,0,0,0,0,0,0.8,0.8,0.8,0.7,0.6,0.8,0.8,0.7,NA,1,0.5,0.8,NA,0,NA,0.5,1,0.75,0.75,0.75
